-6.512175463033809120e-01,1.840802421599186389e-01,-5.767045928149797662e-01,-3.756657470431526979e-01,2.124147571702454107e-01,1.386219452217820336e-01,-3.085001529241019891e-01,-1.749264020881236836e-01,7.928381902460181208e-03,-7.712048512463108851e-01
-7.944697600280065108e-02,-2.734803710083093531e-01,7.787176499677455066e-01,-5.134812329296529754e-01,-8.063300544401722503e-01,2.648831426968698555e-01,-7.043142226337866241e-01,2.474576884065450566e-01,-3.563226786820513636e-01,2.238469675818548776e-01
8.015360811022292920e-02,5.403142812840124737e-02,5.726569421476170874e-01,-1.385821762702308391e-01,4.174708267855339883e-01,3.135504881267893729e-01,-4.192689166786063293e-01,-9.909167114471527371e-02,-4.249545875537513034e-02,6.874801009194375645e-02
-1.374692157171586993e-01,-3.489419101314207572e-02,6.204648926855312885e-01,-1.983660146704099847e-01,1.113669167160841189e-01,1.431099758544566725e-01,-3.347802259984755668e-01,9.706244481511062949e-02,1.481630318338432173e-01,-3.951017117460015604e-01
-1.647014579509479826e-01,1.485342930858711552e-01,5.470567548995545204e-01,-5.801502494913665098e-01,4.184075341206732190e-01,-4.195740733654291788e-01,-7.951887689989484143e-01,-3.604933423069389131e-01,2.148028103326612426e-01,1.079101234889574268e-01
-3.291997300140711569e-01,4.032303803803806430e-02,4.564685510384846046e-01,-3.397726724055775138e-01,-5.047664047681499344e-02,2.618578730413454458e-01,-4.137664956868048471e-01,1.928435161347979293e-03,3.944828098024275587e-01,-6.048378234325265529e-02
1.066726436674865497e-01,1.721116583881462381e-01,3.325469785411513945e-01,-6.331817680745229771e-01,4.439642103494159664e-01,2.683096431328985121e-01,-3.887136900081616386e-01,-3.025273698351358398e-01,1.677400828113459474e-01,1.146577723338315785e-01
-7.390207843840625179e-02,1.018533981348725415e-01,2.157385233400757329e-01,-2.816617380136050008e-01,6.900177528057678256e-01,-2.139072427007213395e-01,-8.138382555385857975e-01,1.736434837608188120e-01,-5.403446893037427978e-02,-1.561044185733916900e-01
-3.608780017409936314e-02,-5.409749162018566426e-02,5.228089424026032273e-01,-2.501699372284048040e-01,-1.053093372140561090e-01,2.395294515990167572e-01,-5.912308315689766003e-01,5.450199487816183991e-02,2.378445212629990979e-01,1.358671831848324435e-02
7.952724769016401851e-02,1.198549971018295079e-01,1.135094371604261076e-01,-3.787337916533031756e-01,5.418935200902679217e-01,-4.202825882296021831e-01,-6.479599468399994677e-01,8.178922666226830229e-02,3.563231562402291441e-01,-2.830860025974335503e-01
